Date,Action,Ticker,Shares,Price,Value,Slippage,Trigger,Module,Regime,PDS_Status,Beta
2025-12-22,BUY,MU,25551.3847,276.36,7061437.21,3530.72,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-12-22,BUY,AVGO,17204.846,340.74,5862297.67,2931.15,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-12-22,BUY,ETN,17159.8512,319.39,5480754.76,2740.38,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-12-23,CDF_RESET,ALAB,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,WARNING,
2025-12-24,BUY,TSLA,25218.8734,485.4,12241240.98,6120.62,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-12-24,BUY,NVDA,70093.318,188.6,13219585.23,6609.79,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-12-24,BUY,AMD,62750.424,215.04,13493850.76,6746.93,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-12-24,BUY,PLTR,70140.7761,194.17,13619234.37,6809.62,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-12-24,BUY,ALAB,70482.5665,169.97,11979921.91,5989.96,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-12-24,BUY,MU,26532.9117,286.44,7600190.13,3800.1,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-12-24,BUY,ANET,106019.1424,130.77,13864123.7,6932.06,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-12-24,BUY,AVGO,30055.2006,349.49,10503898.2,5251.95,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-12-24,BUY,MRVL,147394.0119,86.38,12732567.93,6366.28,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-12-24,BUY,ARM,95868.2831,111.55,10694107.27,5347.05,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-12-24,BUY,VRT,53585.992,166.83,8939766.68,4469.88,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
